tick,hand_id,phase,grasp_state,vessel_proximity,ring_tension,support_polygon_margin,balance_state,tip_force_scalar,bimanual_cumulative_force,estop_state,collision_state,q_arm_1,q_arm_2,q_arm_3,q_arm_4,q_arm_5,q_arm_6,q_arm_7,finger_force_1,finger_force_2,finger_force_3,finger_force_4,finger_force_5,ee_pos_x,ee_pos_y,ee_pos_z
180,R,1,tripod,6.711,0.0,42.136,stable,3.0595,6.119,armed,clear,0.00914,0.10204,0.20252,0.30061,0.40748,0.5061,0.60953,0.4669,0.5547,0.6854,0.6885,0.664,15.062,-28.333,-40.549
181,L,1,tripod,9.589,0.0,38.996,stable,3.1392,6.2784,armed,clear,0.00774,0.10572,0.20785,0.307,0.40571,0.5024,0.60837,0.5716,0.6543,0.6147,0.6956,0.603,15.986,-28.292,-41.662
181,R,1,tripod,8.676,0.0,40.171,stable,2.7101,5.4202,armed,clear,0.00636,0.10569,0.20843,0.30086,0.40495,0.50332,0.60586,0.4317,0.5573,0.631,0.4715,0.6186,15.107,-29.221,-40.104
182,L,1,tripod,7.803,0.0,42.488,stable,2.7048,5.4096,armed,clear,0.00941,0.10798,0.2018,0.30875,0.40274,0.50563,0.60398,0.6803,0.454,0.5714,0.5557,0.4434,16.324,-29.261,-41.067
182,R,1,tripod,6.382,0.0,38.15,stable,2.7922,5.5844,armed,clear,0.00459,0.10025,0.2067,0.30811,0.40651,0.50754,0.60105,0.6828,0.5368,0.6142,0.4809,0.4775,15.655,-29.88,-40.704
183,L,1,tripod,7.411,0.0,39.247,stable,2.5753,5.1506,armed,clear,0.00392,0.1025,0.20279,0.3015,0.40841,0.5041,0.60159,0.5126,0.4267,0.6808,0.4143,0.5409,15.138,-29.212,-40.559
183,R,1,tripod,7.389,0.0,39.249,stable,2.8012,5.6024,armed,clear,0.0001,0.10794,0.20702,0.30259,0.40153,0.50978,0.60692,0.4721,0.5613,0.6376,0.4329,0.6973,16.102,-29.194,-41.935
184,L,1,tripod,9.603,0.0,39.753,stable,2.5622,5.1244,armed,clear,0.00805,0.10896,0.20204,0.3,0.40919,0.50193,0.60364,0.5588,0.5685,0.5717,0.4197,0.4435,16.736,-29.858,-41.334
184,R,1,tripod,8.182,0.0,41.846,stable,2.9131,5.8262,armed,clear,0.00789,0.10174,0.20769,0.30433,0.40608,0.50625,0.60778,0.6121,0.4893,0.5701,0.6567,0.5849,16.703,-28.182,-40.945
185,L,1,tripod,6.473,0.0,42.496,stable,2.752,5.504,armed,clear,0.00066,0.10461,0.20242,0.30754,0.40582,0.50308,0.60646,0.6142,0.6882,0.4102,0.5111,0.5283,15.792,-28.592,-41.63
185,R,1,tripod,6.203,0.0,38.06,stable,3.0183,6.0366,armed,clear,0.00429,0.10224,0.20269,0.3075,0.40374,0.50367,0.60299,0.6468,0.6571,0.6062,0.5973,0.5109,15.598,-28.067,-41.12
186,L,1,tripod,6.599,0.0,39.67,stable,2.827,5.654,armed,clear,0.00782,0.10904,0.20535,0.30836,0.40141,0.50958,0.605,0.4154,0.6347,0.5215,0.6775,0.5779,15.741,-29.726,-40.286
186,R,1,tripod,9.494,0.0,39.3,stable,2.4956,4.9912,armed,clear,0.00663,0.10057,0.20636,0.30807,0.40328,0.50351,0.60245,0.4199,0.6973,0.4589,0.4866,0.4329,15.396,-29.125,-40.978
187,L,1,tripod,7.22,0.0,41.629,stable,2.3429,4.6858,armed,clear,0.00394,0.10861,0.20837,0.3084,0.40839,0.50693,0.60466,0.5005,0.5227,0.4031,0.4328,0.4838,16.429,-28.998,-41.881
187,R,1,tripod,9.96,0.0,41.389,stable,2.7663,5.5326,armed,clear,0.00297,0.10713,0.20118,0.30825,0.40311,0.50361,0.60541,0.5398,0.6228,0.6196,0.4234,0.5607,16.391,-28.423,-40.43
188,L,1,tripod,7.425,0.0,41.464,stable,2.7459,5.4918,armed,clear,0.00344,0.1001,0.20165,0.30158,0.40695,0.50339,0.60883,0.4635,0.5168,0.5877,0.49,0.6879,15.715,-29.275,-40.356
188,R,1,tripod,7.337,0.0,41.495,stable,3.0065,6.013,armed,clear,0.00607,0.10741,0.20304,0.3088,0.40674,0.50652,0.60782,0.599,0.6622,0.4877,0.6397,0.6179,15.985,-28.816,-40.331
189,L,1,tripod,8.475,0.0,41.31,stable,2.7202,5.4404,armed,clear,0.00305,0.10672,0.20698,0.30648,0.40335,0.50363,0.6012,0.66,0.488,0.5173,0.6128,0.4421,15.166,-28.281,-40.818
189,R,1,tripod,9.979,0.0,42.147,stable,2.3111,4.6222,armed,clear,0.00645,0.109,0.2056,0.30416,0.40305,0.50226,0.60156,0.4256,0.4783,0.4115,0.4269,0.5688,16.964,-29.41,-40.976
190,L,1,tripod,6.956,0.0,39.855,stable,2.7153,5.4306,armed,clear,0.00094,0.10149,0.20675,0.30033,0.40262,0.50778,0.60428,0.5336,0.6599,0.4869,0.4995,0.5354,15.537,-28.883,-40.536
190,R,1,tripod,6.781,0.0,40.616,stable,2.7444,5.4888,armed,clear,0.00329,0.10171,0.20825,0.30106,0.40269,0.50134,0.60306,0.4267,0.6853,0.5075,0.4721,0.6528,15.463,-28.45,-40.561
191,L,1,tripod,8.327,0.0,41.49,stable,2.5382,5.0764,armed,clear,0.00093,0.10616,0.20818,0.30702,0.40968,0.50002,0.60181,0.4228,0.4138,0.6416,0.4757,0.5843,16.74,-28.311,-40.28
191,R,1,tripod,7.348,0.0,38.871,stable,2.6975,5.395,armed,clear,0.00468,0.10511,0.2022,0.30839,0.40939,0.50575,0.60196,0.6799,0.468,0.472,0.5905,0.4871,15.98,-28.166,-41.589
192,L,1,tripod,6.671,0.0,41.175,stable,2.6239,5.2478,armed,clear,0.00454,0.10583,0.20592,0.30624,0.40122,0.5035,0.60498,0.467,0.5311,0.5806,0.5855,0.4597,15.921,-28.058,-40.062
192,R,1,tripod,8.37,0.0,40.762,stable,2.6212,5.2424,armed,clear,0.00611,0.10811,0.20202,0.30242,0.40891,0.50698,0.6072,0.5147,0.5542,0.5938,0.4023,0.5562,15.582,-29.383,-41.075
193,L,1,tripod,9.626,0.0,40.65,stable,2.5613,5.1226,armed,clear,0.00276,0.10676,0.2061,0.30732,0.40403,0.50167,0.60063,0.5727,0.4307,0.4357,0.447,0.6752,15.287,-29.448,-41.97
193,R,1,tripod,9.562,0.0,39.632,stable,3.069,6.138,armed,clear,0.00167,0.10704,0.20541,0.30889,0.40176,0.5068,0.60326,0.5645,0.6433,0.6363,0.6637,0.5612,15.919,-29.145,-40.977
194,L,1,tripod,6.345,0.0,38.012,stable,2.8438,5.6876,armed,clear,0.0086,0.10712,0.201,0.30855,0.40763,0.50471,0.60558,0.627,0.6093,0.4184,0.6238,0.5653,16.899,-29.117,-40.658
194,R,1,tripod,9.318,0.0,39.905,stable,3.1263,6.2526,armed,clear,0.00231,0.10312,0.20638,0.30739,0.40736,0.50634,0.60288,0.6826,0.6246,0.5156,0.683,0.6205,15.568,-28.929,-41.993
195,L,1,tripod,6.431,0.0,41.137,stable,2.8805,5.761,armed,clear,0.00232,0.10309,0.20443,0.30714,0.40645,0.50277,0.60241,0.6374,0.4994,0.5317,0.5665,0.6455,16.779,-28.672,-40.605
195,R,1,tripod,8.3,0.0,39.142,stable,2.8321,5.6642,armed,clear,0.009,0.10392,0.20926,0.30929,0.40274,0.50163,0.60822,0.5091,0.6177,0.569,0.5726,0.5637,16.098,-28.809,-40.972
196,L,1,tripod,9.0,0.0,42.287,stable,2.6239,5.2478,armed,clear,0.00884,0.10969,0.20181,0.30045,0.40134,0.50156,0.60742,0.5423,0.663,0.4866,0.4111,0.5209,15.066,-28.777,-41.849
196,R,1,tripod,8.771,0.0,41.076,stable,2.9871,5.9742,armed,clear,0.00704,0.10153,0.20771,0.30434,0.40515,0.50527,0.60946,0.5268,0.6393,0.6981,0.4572,0.6657,15.501,-29.311,-41.025
197,L,1,tripod,8.087,0.0,38.18,stable,2.9486,5.8972,armed,clear,0.00499,0.10977,0.2006,0.30733,0.40717,0.50004,0.60311,0.6564,0.6296,0.492,0.6206,0.55,15.759,-29.348,-41.949
197,R,1,tripod,7.374,0.0,42.466,stable,2.6739,5.3478,armed,clear,0.00974,0.10125,0.20512,0.30699,0.4068,0.50584,0.60747,0.489,0.5986,0.5612,0.4433,0.5818,15.842,-29.437,-41.808
198,L,1,tripod,8.092,0.0,42.967,stable,2.4841,4.9682,armed,clear,0.00417,0.10016,0.20614,0.30172,0.40581,0.50595,0.60589,0.5055,0.4563,0.4415,0.5561,0.5247,16.735,-29.362,-40.479
198,R,1,tripod,9.533,0.0,38.832,stable,2.4416,4.8832,armed,clear,0.00047,0.10515,0.20073,0.30338,0.4091,0.50144,0.60695,0.5863,0.4604,0.4694,0.4582,0.4673,16.349,-29.571,-41.868
199,L,1,tripod,7.33,0.0,39.82,stable,2.7931,5.5862,armed,clear,0.00489,0.10869,0.20803,0.30608,0.4001,0.50789,0.60735,0.5014,0.6568,0.6952,0.4863,0.4534,15.382,-29.636,-40.649
199,R,1,tripod,6.344,0.0,38.185,stable,2.5327,5.0654,armed,clear,0.00983,0.10473,0.2022,0.30567,0.40859,0.50461,0.60589,0.4161,0.6518,0.5647,0.4849,0.4152,16.256,-28.813,-40.448
200,L,1,tripod,6.108,0.0,39.91,stable,2.9136,5.8272,armed,clear,0.00263,0.10675,0.20821,0.30942,0.40274,0.50982,0.60374,0.4097,0.6792,0.681,0.6928,0.4509,15.908,-28.862,-40.394
200,R,1,tripod,8.396,0.0,38.017,stable,2.7486,5.4972,armed,clear,0.00638,0.10116,0.20504,0.30013,0.40245,0.50881,0.60669,0.533,0.4344,0.5891,0.5804,0.6117,16.826,-28.558,-41.123
201,L,1,tripod,6.91,0.0,40.687,stable,2.9502,5.9004,armed,clear,0.00655,0.10948,0.2083,0.30831,0.40177,0.50358,0.60349,0.4654,0.6504,0.5784,0.5636,0.6924,15.031,-29.489,-40.525
201,R,1,tripod,7.575,0.0,41.373,stable,2.5439,5.0878,armed,clear,0.00697,0.10474,0.20546,0.30676,0.40956,0.50553,0.60053,0.437,0.4226,0.6678,0.4309,0.5856,15.362,-29.536,-40.795
202,L,1,tripod,6.634,0.0,39.153,stable,2.5249,5.0498,armed,clear,0.00812,0.10293,0.20717,0.30498,0.40602,0.50463,0.60978,0.5341,0.5208,0.5751,0.46,0.4349,15.115,-29.583,-40.642
202,R,1,tripod,6.932,0.0,39.72,stable,2.8298,5.6596,armed,clear,0.00374,0.10692,0.20992,0.3015,0.40222,0.50464,0.60475,0.6842,0.5202,0.4651,0.6612,0.4991,16.109,-28.78,-41.572
203,L,1,tripod,7.418,0.0,42.927,stable,2.6971,5.3942,armed,clear,0.00488,0.10839,0.20226,0.30452,0.40159,0.50906,0.60181,0.4983,0.4639,0.6191,0.6077,0.5081,15.884,-29.186,-40.875
203,R,1,tripod,6.863,0.0,39.196,stable,3.2061,6.4122,armed,clear,0.00577,0.10907,0.20787,0.30362,0.4031,0.50964,0.60136,0.6982,0.6099,0.676,0.5435,0.6785,16.795,-29.813,-41.314
204,L,1,tripod,6.562,0.0,40.993,stable,2.5245,5.049,armed,clear,0.00904,0.10368,0.20067,0.30035,0.40783,0.50858,0.60702,0.4592,0.4374,0.522,0.5277,0.5782,15.216,-28.33,-41.664
204,R,1,tripod,7.077,0.0,38.373,stable,2.9033,5.8066,armed,clear,0.00151,0.10018,0.20758,0.30496,0.40618,0.50354,0.60653,0.6783,0.6642,0.4782,0.4424,0.6402,16.642,-28.899,-41.523
205,L,1,tripod,6.232,0.0,42.911,stable,2.7573,5.5146,armed,clear,0.0082,0.10475,0.20136,0.30584,0.40684,0.50865,0.60887,0.6058,0.5977,0.4517,0.4637,0.6384,16.459,-29.139,-40.291
205,R,1,tripod,8.033,0.0,41.893,stable,2.7723,5.5446,armed,clear,0.00415,0.10295,0.20473,0.30425,0.4016,0.50087,0.60496,0.6091,0.6858,0.4497,0.485,0.5427,15.706,-28.261,-41.597
206,L,1,tripod,9.193,0.0,39.176,stable,2.5642,5.1284,armed,clear,0.00035,0.10216,0.20442,0.30887,0.40319,0.50284,0.60106,0.5019,0.627,0.4491,0.5595,0.4267,16.259,-28.037,-40.733
206,R,1,tripod,6.455,0.0,38.792,stable,2.6815,5.363,armed,clear,0.00389,0.10798,0.20492,0.30588,0.40305,0.50646,0.60651,0.546,0.4606,0.6823,0.556,0.4366,16.954,-29.091,-40.844
207,L,1,tripod,7.753,0.0,39.335,stable,2.4811,4.9622,armed,clear,0.00636,0.10011,0.20636,0.30748,0.40646,0.50526,0.60472,0.4288,0.5902,0.4365,0.4673,0.5583,15.72,-28.427,-41.559
207,R,1,tripod,6.114,0.0,38.493,stable,2.6642,5.3284,armed,clear,0.00725,0.10214,0.20845,0.30011,0.40433,0.50259,0.6076,0.5423,0.4962,0.5321,0.6371,0.4565,15.598,-29.808,-41.38
208,L,1,tripod,6.611,0.0,42.589,stable,2.7496,5.4992,armed,clear,0.00087,0.10119,0.20136,0.30843,0.40659,0.50616,0.60223,0.4234,0.5474,0.6862,0.6104,0.4822,15.158,-29.271,-41.209
208,R,1,tripod,7.101,0.0,39.516,stable,3.116,6.232,armed,clear,0.00148,0.10765,0.20177,0.30686,0.40502,0.50569,0.6024,0.6538,0.6435,0.5065,0.6616,0.6506,16.965,-29.212,-41.78
209,L,1,tripod,8.061,0.0,38.532,stable,2.6863,5.3726,armed,clear,0.00196,0.10668,0.20366,0.30394,0.40746,0.50627,0.60914,0.6246,0.5367,0.4746,0.4214,0.629,16.032,-28.961,-41.323
209,R,1,tripod,8.064,0.0,38.661,stable,3.09,6.18,armed,clear,0.00773,0.10191,0.20855,0.30097,0.40909,0.50056,0.6037,0.5972,0.635,0.5528,0.639,0.666,16.786,-29.326,-40.713
210,L,1,tripod,7.265,0.0,42.842,stable,2.5556,5.1112,armed,clear,0.00246,0.10671,0.20562,0.304,0.40947,0.50837,0.6019,0.6092,0.4234,0.5566,0.489,0.4774,15.373,-29.897,-41.723
210,R,1,tripod,6.139,0.0,39.994,stable,2.8387,5.6774,armed,clear,0.00839,0.10226,0.20332,0.30754,0.40096,0.50034,0.60402,0.6321,0.469,0.588,0.4768,0.6728,16.404,-28.989,-40.295
211,L,1,tripod,6.964,0.0,39.118,stable,3.0555,6.111,armed,clear,0.00108,0.10056,0.20978,0.30586,0.40144,0.50986,0.60474,0.6656,0.6259,0.6554,0.5226,0.586,15.837,-29.411,-41.827
211,R,1,tripod,8.409,0.0,41.772,stable,3.2121,6.4242,armed,clear,0.00852,0.10514,0.20667,0.30737,0.40841,0.50129,0.60114,0.6345,0.6205,0.5706,0.6983,0.6882,15.601,-29.736,-41.698
212,L,1,tripod,8.606,0.0,41.922,stable,2.6365,5.273,armed,clear,0.00167,0.10841,0.20805,0.30671,0.402,0.50026,0.60234,0.416,0.5682,0.547,0.6889,0.4164,15.424,-29.15,-40.695
212,R,1,tripod,8.723,0.0,41.309,stable,2.9211,5.8422,armed,clear,0.00135,0.10496,0.20006,0.30643,0.4035,0.50742,0.60893,0.6501,0.5064,0.6279,0.6358,0.5009,15.258,-28.848,-40.554
213,L,1,tripod,8.975,0.0,39.094,stable,2.4535,4.907,armed,clear,0.00578,0.10589,0.20129,0.30547,0.40305,0.50511,0.60082,0.4478,0.4087,0.621,0.4393,0.5367,16.623,-29.791,-41.408
213,R,1,tripod,6.17,0.0,39.323,stable,2.9033,5.8066,armed,clear,0.00572,0.10904,0.20058,0.30417,0.4095,0.50981,0.60195,0.6813,0.618,0.6661,0.5338,0.4041,16.45,-28.757,-41.971
214,L,1,tripod,6.2,0.0,40.871,stable,2.8756,5.7512,armed,clear,0.00756,0.10223,0.20654,0.3011,0.40214,0.50348,0.60415,0.6526,0.6012,0.6871,0.5201,0.4146,16.443,-28.766,-40.401
214,R,1,tripod,6.626,0.0,38.328,stable,2.6901,5.3802,armed,clear,0.00101,0.10959,0.20188,0.30467,0.40498,0.50182,0.60176,0.56,0.5814,0.5078,0.4697,0.5712,16.51,-28.74,-40.149
215,L,1,tripod,9.545,0.0,42.901,stable,2.5582,5.1164,armed,clear,0.00624,0.10804,0.20524,0.30439,0.40139,0.50024,0.60416,0.4515,0.5719,0.4872,0.5877,0.4599,16.814,-29.049,-40.67
215,R,1,tripod,9.287,0.0,40.773,stable,2.7013,5.4026,armed,clear,0.00859,0.1086,0.20013,0.30175,0.40754,0.50765,0.60187,0.5478,0.6611,0.4718,0.4992,0.5214,15.054,-29.116,-41.018
216,L,1,tripod,6.696,0.0,42.016,stable,2.9114,5.8228,armed,clear,0.00172,0.10218,0.20913,0.30833,0.40745,0.50163,0.60437,0.4341,0.6725,0.5022,0.636,0.6666,15.479,-29.994,-40.408
216,R,1,tripod,8.803,0.0,41.219,stable,2.9247,5.8494,armed,clear,0.00908,0.10323,0.20695,0.30372,0.40054,0.50522,0.604,0.4936,0.6219,0.4957,0.6411,0.6724,15.38,-28.114,-41.125
217,L,1,tripod,8.411,0.0,40.424,stable,2.7748,5.5496,armed,clear,0.00049,0.10157,0.20697,0.30877,0.40104,0.50083,0.60493,0.4169,0.508,0.6876,0.6532,0.5091,15.336,-29.861,-41.486
217,R,1,tripod,7.406,0.0,38.601,stable,2.5957,5.1914,armed,clear,0.00969,0.10147,0.20014,0.30024,0.40247,0.50485,0.60781,0.4498,0.6144,0.4244,0.6208,0.4863,16.849,-29.616,-40.263
218,L,1,tripod,6.819,0.0,41.045,stable,2.7711,5.5422,armed,clear,0.00947,0.10135,0.20233,0.30088,0.40745,0.5004,0.60615,0.4837,0.4596,0.6043,0.5902,0.6333,16.97,-28.639,-41.211
218,R,1,tripod,9.815,0.0,42.255,stable,2.8492,5.6984,armed,clear,0.00262,0.10382,0.20299,0.30004,0.40122,0.50985,0.601,0.6922,0.4802,0.6384,0.4678,0.5706,15.177,-29.822,-40.201
219,L,1,tripod,8.914,0.0,39.108,stable,2.8753,5.7506,armed,clear,0.00294,0.10254,0.20421,0.3023,0.40931,0.50572,0.60712,0.4066,0.677,0.5478,0.6702,0.5737,16.494,-29.997,-40.616
219,R,1,tripod,7.01,0.0,38.955,stable,2.8305,5.661,armed,clear,0.00237,0.10868,0.20932,0.30035,0.40173,0.50759,0.60153,0.6262,0.4058,0.6414,0.5699,0.5872,15.532,-28.502,-41.132
220,L,1,tripod,7.845,0.0,41.983,stable,2.6676,5.3352,armed,clear,0.00311,0.10959,0.20285,0.30216,0.40674,0.50054,0.60291,0.4329,0.6253,0.5361,0.4486,0.6247,16.736,-28.249,-41.886
220,R,1,tripod,8.141,0.0,39.628,stable,2.6287,5.2574,armed,clear,0.0062,0.10773,0.20089,0.30183,0.40139,0.50883,0.60437,0.5577,0.4385,0.4581,0.5004,0.674,15.863,-29.499,-41.606
221,L,1,tripod,8.705,0.0,41.894,stable,2.8399,5.6798,armed,clear,0.00837,0.10245,0.20196,0.30939,0.40262,0.50668,0.60812,0.5035,0.4584,0.6112,0.599,0.6678,15.296,-28.977,-40.443
221,R,1,tripod,9.423,0.0,41.04,stable,2.6793,5.3586,armed,clear,0.00057,0.10934,0.20326,0.30126,0.40111,0.5086,0.60032,0.5024,0.4692,0.5598,0.5054,0.6425,16.119,-29.352,-40.644
222,L,1,tripod,7.194,0.0,39.533,stable,2.6302,5.2604,armed,clear,0.00428,0.10692,0.20827,0.30409,0.40351,0.50517,0.60576,0.4134,0.6484,0.4843,0.6142,0.4699,15.391,-29.502,-40.56
222,R,1,tripod,7.706,0.0,42.101,stable,2.7811,5.5622,armed,clear,0.00194,0.10842,0.20606,0.30414,0.40656,0.50621,0.60231,0.6001,0.4137,0.6661,0.4421,0.6591,16.518,-28.19,-40.717
223,L,1,tripod,7.461,0.0,42.14,stable,2.289,4.578,armed,clear,0.00256,0.10582,0.20342,0.30645,0.40941,0.50152,0.6046,0.4266,0.4288,0.5542,0.4551,0.4243,16.393,-28.665,-40.318
223,R,1,tripod,7.962,0.0,41.875,stable,2.8123,5.6246,armed,clear,0.00697,0.10306,0.20705,0.30459,0.40438,0.50857,0.60758,0.5488,0.4175,0.6115,0.6497,0.5848,16.294,-29.537,-41.458
224,L,1,tripod,6.316,0.0,42.666,stable,2.6814,5.3628,armed,clear,0.00354,0.10384,0.20974,0.30531,0.40268,0.5032,0.60661,0.422,0.6176,0.5677,0.537,0.5371,16.353,-29.117,-40.29
224,R,1,tripod,7.299,0.0,40.518,stable,2.7033,5.4066,armed,clear,0.00461,0.10246,0.20604,0.3088,0.40904,0.50693,0.60064,0.6115,0.4906,0.4572,0.5765,0.5675,16.268,-29.431,-41.855
225,L,1,tripod,8.862,0.0,38.537,stable,2.6749,5.3498,armed,clear,0.00257,0.10293,0.20312,0.3042,0.40734,0.5036,0.60673,0.6262,0.4579,0.6945,0.4599,0.4364,16.98,-28.12,-41.235
225,R,1,tripod,6.812,0.0,38.543,stable,2.6524,5.3048,armed,clear,0.00958,0.1015,0.20008,0.30063,0.40116,0.50097,0.60218,0.537,0.554,0.6401,0.4261,0.4952,15.452,-28.785,-41.6
226,L,1,tripod,6.613,0.0,38.17,stable,2.5776,5.1552,armed,clear,0.00467,0.10878,0.20003,0.30547,0.40129,0.50323,0.6028,0.5183,0.4729,0.4597,0.6356,0.4911,16.984,-28.956,-40.154
226,R,1,tripod,8.799,0.0,40.624,stable,2.8206,5.6412,armed,clear,0.00604,0.10082,0.20009,0.30571,0.40891,0.50602,0.60578,0.4939,0.5241,0.588,0.6739,0.5407,16.03,-29.102,-40.762
227,L,1,tripod,9.599,0.0,38.85,stable,3.0675,6.135,armed,clear,0.00508,0.10199,0.20664,0.30728,0.40527,0.5096,0.60257,0.6897,0.5401,0.5571,0.6453,0.6353,15.986,-29.407,-40.734
227,R,1,tripod,6.037,0.0,40.122,stable,2.9899,5.9798,armed,clear,0.00466,0.10312,0.20452,0.30917,0.40431,0.50317,0.60821,0.6955,0.401,0.5992,0.6804,0.6138,16.021,-28.63,-40.933
228,L,1,tripod,8.679,0.0,42.769,stable,2.647,5.294,armed,clear,0.0071,0.10045,0.20056,0.30716,0.40656,0.50741,0.6089,0.6505,0.4654,0.6466,0.4069,0.4776,15.908,-29.371,-41.476
228,R,1,tripod,9.782,0.0,38.838,stable,2.7279,5.4558,armed,clear,0.0001,0.10737,0.20845,0.30681,0.40356,0.50984,0.60299,0.4497,0.5493,0.6963,0.5877,0.4449,15.999,-29.707,-40.335
229,L,1,tripod,6.257,0.0,40.118,stable,2.4781,4.9562,armed,clear,0.00593,0.10438,0.20309,0.30338,0.4001,0.50861,0.60801,0.4839,0.5221,0.4115,0.6117,0.4489,15.434,-29.929,-41.982
229,R,1,tripod,9.535,0.0,42.586,stable,2.3971,4.7942,armed,clear,0.0099,0.10653,0.20318,0.30881,0.40317,0.50525,0.6079,0.4164,0.4924,0.5782,0.4387,0.4714,15.932,-28.668,-40.418
230,L,1,tripod,9.049,0.0,40.527,stable,3.0891,6.1782,armed,clear,0.00089,0.10829,0.20904,0.30134,0.40441,0.50294,0.6044,0.6117,0.5243,0.6878,0.678,0.5873,15.709,-28.888,-40.879
230,R,1,tripod,6.237,0.0,38.879,stable,3.0054,6.0108,armed,clear,0.00029,0.10993,0.20878,0.30448,0.40198,0.50119,0.60675,0.5697,0.5356,0.6398,0.6892,0.5711,16.638,-29.883,-41.563
231,L,1,tripod,6.922,0.0,39.013,stable,2.3178,4.6356,armed,clear,0.00021,0.10496,0.20966,0.30168,0.40248,0.50415,0.60189,0.4026,0.4345,0.499,0.4375,0.5442,15.52,-28.811,-41.264
231,R,1,tripod,8.692,0.0,40.411,stable,2.7642,5.5284,armed,clear,0.00153,0.10131,0.20896,0.30928,0.40181,0.50998,0.60226,0.64,0.4477,0.6148,0.4744,0.5873,15.293,-29.27,-41.591
232,L,1,tripod,9.277,0.0,42.337,stable,2.8769,5.7538,armed,clear,0.00642,0.1073,0.2043,0.30838,0.40185,0.50217,0.60857,0.508,0.6248,0.4416,0.653,0.6495,16.474,-28.818,-41.89
232,R,1,tripod,6.813,0.0,38.44,stable,2.6743,5.3486,armed,clear,0.00979,0.1025,0.20766,0.3095,0.4054,0.50864,0.60018,0.5592,0.484,0.6633,0.5361,0.4317,15.517,-28.73,-40.961
233,L,1,tripod,8.58,0.0,42.426,stable,2.6798,5.3596,armed,clear,0.00255,0.10737,0.20134,0.30714,0.40176,0.50714,0.60889,0.6496,0.4017,0.6113,0.5478,0.4694,16.573,-29.852,-40.493
233,R,1,tripod,8.34,0.0,41.003,stable,2.6608,5.3216,armed,clear,0.00648,0.10196,0.20634,0.30218,0.40984,0.50313,0.60216,0.5553,0.5796,0.4759,0.4717,0.5783,16.379,-29.549,-40.875
234,L,1,tripod,6.393,0.0,40.059,stable,2.9794,5.9588,armed,clear,0.00983,0.10295,0.20344,0.30514,0.40667,0.50414,0.60236,0.5659,0.6916,0.5355,0.5277,0.6587,15.435,-29.69,-41.435
234,R,1,tripod,7.32,0.0,39.628,stable,2.4225,4.845,armed,clear,0.00463,0.10585,0.20007,0.30939,0.40384,0.50764,0.60159,0.4686,0.4111,0.602,0.4999,0.4409,16.346,-28.6,-40.557
235,L,1,tripod,6.288,0.0,42.225,stable,2.7166,5.4332,armed,clear,0.00433,0.10112,0.20471,0.30034,0.40921,0.50224,0.60741,0.4737,0.6557,0.4769,0.5549,0.5554,16.641,-29.427,-40.056
235,R,1,tripod,8.294,0.0,38.503,stable,2.6935,5.387,armed,clear,0.00814,0.10398,0.20995,0.30775,0.40641,0.50078,0.60039,0.6895,0.4533,0.4756,0.5806,0.4945,16.426,-28.653,-40.448
236,L,1,tripod,9.006,0.0,41.961,stable,2.811,5.622,armed,clear,0.00562,0.10547,0.20045,0.30968,0.40994,0.50386,0.60921,0.6683,0.6428,0.5159,0.4126,0.5714,16.921,-29.251,-41.942
236,R,1,tripod,8.864,0.0,41.359,stable,2.7131,5.4262,armed,clear,0.00545,0.10219,0.20206,0.30501,0.40628,0.50331,0.60438,0.4606,0.4835,0.4201,0.6797,0.6692,16.484,-29.677,-41.257
237,L,1,tripod,9.901,0.0,42.768,stable,2.9134,5.8268,armed,clear,0.00984,0.1008,0.20828,0.30279,0.40908,0.5044,0.60811,0.5567,0.405,0.6011,0.6627,0.6879,16.723,-29.319,-41.156
237,R,1,tripod,8.985,0.0,41.85,stable,2.6871,5.3742,armed,clear,0.00397,0.10182,0.20997,0.30764,0.40777,0.50644,0.60705,0.5105,0.6112,0.5386,0.4362,0.5906,16.498,-29.216,-40.739
238,L,1,tripod,7.8,0.0,39.44,stable,2.8575,5.715,armed,clear,0.0027,0.10341,0.20022,0.30417,0.40421,0.50616,0.6081,0.6009,0.4789,0.6915,0.4072,0.679,15.53,-28.406,-40.076
238,R,1,tripod,9.084,0.0,40.442,stable,2.4832,4.9664,armed,clear,0.00777,0.10007,0.20141,0.30956,0.40298,0.50265,0.60285,0.4049,0.4466,0.4526,0.6103,0.5688,16.845,-29.309,-41.193
239,L,1,tripod,7.943,0.0,42.296,stable,2.5574,5.1148,armed,clear,0.00495,0.10092,0.20878,0.30557,0.40415,0.50468,0.60953,0.5174,0.554,0.5097,0.4079,0.5684,15.505,-28.84,-41.28
239,R,1,tripod,8.699,0.0,40.521,stable,3.046,6.092,armed,clear,0.00036,0.10176,0.20165,0.30936,0.40186,0.50062,0.60887,0.6194,0.4872,0.6586,0.6234,0.6574,15.012,-29.225,-41.239
240,L,1,tripod,7.824,0.0,39.723,stable,2.37,4.74,armed,clear,0.00606,0.10817,0.20848,0.30961,0.40451,0.50607,0.60936,0.4862,0.4278,0.5131,0.4923,0.4506,15.274,-29.34,-41.288
240,R,1,tripod,7.53,0.0,42.725,stable,2.6706,5.3412,armed,clear,0.0004,0.10857,0.20799,0.30298,0.40402,0.50046,0.60418,0.4157,0.4857,0.6829,0.6028,0.4835,15.339,-28.255,-41.285
